objectid,name,address,city,state,zip,population,county,countyfips,latitude,longitude,naics_desc
45049,step by step,2400 locust street,alton,il,62002,71,madison,17119,38.9121,-90.15191,child day care centers
45050,great beginnings inc,4263 s state route 159,glen carbon,il,62034,116,madison,17119,38.77143,-89.95592,child day care centers
45051,st. francis day care center,710 college avenue,alton,il,62002,143,madison,17119,38.90603,-90.17541,child day care centers
45052,lily pad learning center,604 w johnson st,collinsville,il,62234,98,madison,17119,38.67266,-89.99446,child day care centers
45053,edwardsville ymca early childhood dev.ct,190 cottonwood rd,glen carbon,il,62034,125,madison,17119,38.774161,-89.948102,child day care centers
45054,little knights inc,1100 airport rd,godfrey,il,62035,50,madison,17119,38.96684,-90.20168,child day care centers
45055,"early explorations too, inc.",3011 old troy rd,glen carbon,il,62034,146,madison,17119,38.76713,-89.93654,child day care centers
45056,kids club child development center,5 157 ctr,edwardsville,il,62025,89,madison,17119,38.78512,-89.98078,child day care centers
45057,st. paul early childhood learning center,125 wolf ave,hamel,il,62046,83,madison,17119,38.88784,-89.84421,child day care centers
45058,five star learning center inc,7334 state route 162,troy,il,62294,126,madison,17119,38.73569,-89.92329,child day care centers
45059,college of lake county children's center,33 n. genesee street,waukegan,il,60085,36,lake,17097,42.36073,-87.83094,child day care centers
45060,peppermint stick preschool,40 s whitney st,grayslake,il,60030,71,lake,17097,42.34343,-88.04057,child day care centers
45061,riverwoods montessori school,3140 riverwoods road,riverwoods,il,60015,71,lake,17097,42.17866,-87.90202,child day care centers
45062,winter club of lake forest,956 n sheridan rd,lake forest,il,60045,20,lake,17097,42.25709,-87.83395,child day care centers
45063,kindercare learning ctr 300922,550 w cuba rd,lake zurich,il,60047,122,lake,17097,42.17622,-88.07725,child day care centers
45064,paul k. kennedy child care center,vamc building 135,north chicago,il,60064,87,cook,17031,41.648938,-87.616909,child day care centers
45065,bright hzs child care and early ed,5 parkway north,deerfield,il,60015,172,lake,17097,42.165283,-87.878713,child day care centers
45066,crossways preschool / celebration childcar,29700 n saint marys rd,libertyville,il,60048,219,lake,17097,42.29406,-87.92626,child day care centers
45067,kinderhaven,400 hastings rd,lake forest,il,60045,20,lake,17097,42.24641,-87.84811,child day care centers
45068,kindercare learning ctr 301438,6480 gurnee mills blvd,gurnee,il,60031,151,lake,17097,42.38738,-87.9623,child day care centers
45069,prime time 2 childrens center,1850 e belvidere rd,grayslake,il,60030,97,lake,17097,42.34013,-88.002,child day care centers
45070,montessori and music day care center,1200 s lake st,mundelein,il,60060,121,lake,17097,42.24663,-87.994,child day care centers
45071,kids r us learning center,2800 washington st,waukegan,il,60085,16,lake,17097,42.35942,-87.8709,child day care centers
45072,busy bee children's center,2115 s ernie krueger cir,waukegan,il,60087,139,lake,17097,42.39116,-87.88706,child day care centers
45073,a.a.u.w. nursery school,2500 n northern ave,waukegan,il,60087,40,lake,17097,42.39775,-87.87474,child day care centers
45074,college of lake county child care center,19351 w washington st,grayslake,il,60030,56,lake,17097,42.360451,-88.010856,child day care centers
45075,deerfield montessori school,760 north avenue,deerfield,il,60015,47,lake,17097,42.18174,-87.84642,child day care centers
45076,highland pk comm nursery school and dcc,640 ridge rd,highland park,il,60035,80,lake,17097,42.164089,-87.815366,child day care centers
45077,libertyville coop nursery school,1190 w winchester rd,libertyville,il,60048,68,lake,17097,42.2952,-87.97461,child day care centers
45078,lincolnshire community nursery school,30 riverwoods road,lincolnshire,il,60015,60,lake,17097,42.186376,-87.906444,child day care centers
45079,christian beginnings,824 waukegan rd,deerfield,il,60015,130,lake,17097,42.16825,-87.84601,child day care centers
45080,the episcopal preschool inc,400 westminster,lake forest,il,60045,40,lake,17097,42.25529,-87.83666,child day care centers
45081,montessori school of lake forest,13700 w laurel dr,lake forest,il,60045,40,lake,17097,42.27023,-87.90061,child day care centers
45082,1st presbyterian preschool program,700 n sheridan rd,lake forest,il,60045,67,lake,17097,42.25268,-87.83186,child day care centers
45083,tamarak country school,23970 north elm road,lincolnshire,il,60069,113,lake,17097,42.21083,-87.91666,child day care centers
45084,ravinia nursery school,686 red oak lane,highland park,il,60035,50,lake,17097,42.16499,-87.81862,child day care centers
45085,mundelein cooperative preschool,21064 w highway 176,mundelein,il,60060,20,lake,17097,42.2774,-88.04435,child day care centers
45086,parent and child together (pact),712 center st,carthage,il,62321,14,hancock,17067,40.41871,-91.13123,child day care centers
45087,pied piper nursery cooperative,540 n madison st,carthage,il,62321,10,hancock,17067,40.4222,-91.13581,child day care centers
45088,rend lake college found. children's ctr,468 n ken gray pkwy,ina,il,62846,68,jefferson,17081,38.129777,-88.917676,child day care centers
45089,bright start child and family education ct,104 s 32nd st,mount vernon,il,62864,122,jefferson,17081,38.31537,-88.93057,child day care centers
45090,logan street day care and pres,800 n 42nd st,mount vernon,il,62864,112,jefferson,17081,38.32748,-88.93988,child day care centers
45091,original kids development and pre - k center,1116 s 15th st,mount vernon,il,62864,63,jefferson,17081,38.30815,-88.90857,child day care centers
45092,jersey county head start center,113 e main st,jerseyville,il,62052,19,jersey,17083,39.108767,-90.318218,"head start programs, separate from schools"
45093,together we learn inc,"23 kettle river dr, ste d",glen carbon,il,62034,58,madison,17119,38.78043,-89.95844,child day care centers
45094,bright beginnings preschool,500 main st,highland,il,62249,125,madison,17119,38.74024,-89.68489,child day care centers
45095,creative beginnings inc,2926 maryville rd,maryville,il,62062,121,madison,17119,38.71629,-89.95613,child day care centers
45096,a place 2 grow child care and lrng ctr inc,40 dorothy dr,troy,il,62294,126,madison,17119,38.73032,-89.90266,child day care centers
45097,adventures with rita daycare and learnin,4008 pontoon rd,granite city,il,62040,84,madison,17119,38.731571,-90.079721,child day care centers
45098,kaleidoscope of kids,109 united dr,collinsville,il,62234,103,madison,17119,38.6883,-90.01379,child day care centers
45099,ivy league day school,202 s mine st,sandoval,il,62882,74,marion,17121,38.6109501,-89.1147764,child day care centers
45100,grace kare pre - school and day care,2035 e mccord st,centralia,il,62801,103,marion,17121,38.52517,-89.0988,child day care centers
45101,pates playhouse daycare,1712 s perrine ave,centralia,il,62801,43,marion,17121,38.508167,-89.12113,child day care centers
45102,centralia mary's house ltd,732 e 2nd st,centralia,il,62801,78,marion,17121,38.52499,-89.12683,child day care centers
45103,salem head start - bcmw community services,number 30 southern gardens s ctr,salem,il,62881,20,marion,17121,38.61039,-88.94324,"head start programs, separate from schools"
45104,"apple tree child development center, inc",300 n jefferson st,salem,il,62881,48,marion,17121,38.62902,-88.94345,child day care centers
45105,"play,laugh,learn preschool and day care",403 n poplar st,centralia,il,62801,38,marion,17121,38.53135,-89.13126,child day care centers
45106,centralia head start - bcmw community serv,1101 s locust st,centralia,il,62801,164,marion,17121,38.51591,-89.137136,"head start programs, separate from schools"
45107,"marion co. child development center, inc",400 s pruyn st,salem,il,62881,83,marion,17121,38.62432,-88.95383,child day care centers
45108,kings kids preschool,1600 mills cart rd,salem,il,62881,31,marion,17121,38.62722,-88.977741,child day care centers
45109,lacon head start,319 5th st,lacon,il,61540,18,marshall,17123,41.02493,-89.41028,"head start programs, separate from schools"
45110,wesley christian child care,1212 w calhoun st,macomb,il,61455,100,mcdonough,17109,40.46128,-90.68942,child day care centers
45111,university infant and preschool center,horrabin hall rooms 15 and 17,macomb,il,61455,32,mcdonough,17109,40.4717,-90.685,child day care centers
45112,ymca community child care center,520 e piper st,macomb,il,61455,109,mcdonough,17109,40.45501,-90.66564,child day care centers
45113,catch a star learning center,424 w piper st,macomb,il,61455,166,mcdonough,17109,40.45505,-90.67798,child day care centers
45114,wee care center,1407a e wheeler st,macomb,il,61455,36,mcdonough,17109,40.463483,-90.651529,child day care centers
45115,parent and child together (pact),320 w university dr,macomb,il,61455,87,mcdonough,17109,40.47296,-90.67301,child day care centers
45116,the young scholars child care center,501 kora ln,island lake,il,60042,111,mchenry,17111,42.27879,-88.20634,child day care centers
45117,kiddie academy child care learning ctr,720 cog cir,crystal lake,il,60014,144,mchenry,17111,42.22927,-88.29436,child day care centers
45118,sage ymca - crystal lake,701 manor rd,crystal lake,il,60014,60,mchenry,17111,42.22137,-88.28973,child day care centers
45119,natures scholars enrichment center incor,4400 beck ln,ringwood,il,60072,97,mchenry,17111,42.39021,-88.28901,child day care centers
45120,parents day out childcare center,825 indian oaks trl,marengo,il,60152,32,mchenry,17111,42.24182,-88.61877,child day care centers
45121,safari childcare incorporated,2214 w il route 120,mchenry,il,60051,102,mchenry,17111,42.342565,-88.242278,child day care centers
45122,mary sears children's academy,300 caterpillar dr,joliet,il,60436,116,will,17197,41.51582,-88.14648,child day care centers
45123,the compass school of naperville south,3040 reflection dr,naperville,il,60564,234,will,17197,41.70844,-88.20732,child day care centers
45124,kidz korner,25850 w eames st,channahon,il,60410,125,will,17197,41.42081,-88.23949,child day care centers
45125,pk's christian learning site,82 towncenter dr,university pk,il,60484,57,will,17197,41.44841,-87.690372,child day care centers
45126,step by step child care center inc,306 s division st,braidwood,il,60408,83,will,17197,41.25961,-88.22716,child day care centers
45127,montessori childrens garden,2300 montgomery rd,aurora,il,60504,75,dupage,17043,41.73258,-88.25818,child day care centers
45128,shelby scholars daycare ii inc,3587 hennipen drive,joliet,il,60431,43,will,17197,41.57404,-88.17079,child day care centers
45129,the goodard school,16523 w 159th st,lockport,il,60441,152,will,17197,41.597821,-88.023816,child day care centers
45130,kiddie academy of new lenox,674 cedar crossings dr,new lenox,il,60451,123,will,17197,41.54419,-87.97955,child day care centers
45131,anointed childcare infants and toddlers,304 ruby st,joliet,il,60435,23,will,17197,41.53781,-88.0882,child day care centers
45132,house of children inc,2521 harding ln,woodstock,il,60098,90,mchenry,17111,42.28215,-88.41045,child day care centers
45133,"lots of tots child care, inc.",202a w burnett rd,island lake,il,60042,54,mchenry,17111,42.28508,-88.20021,child day care centers
45134,the goddard school,4561 princeton ln,lk in the hls,il,60156,110,mchenry,17111,42.20243,-88.38152,child day care centers
45135,kindercare learning centers 301778,645 dakota st,crystal lake,il,60012,171,mchenry,17111,42.25039,-88.29723,child day care centers
45136,tlc preschool,11008 n church st,huntley,il,60142,55,mchenry,17111,42.17006,-88.42503,child day care centers
45137,little journey preschool,10547 faiths way,huntley,il,60142,66,mchenry,17111,42.17792,-88.40383,child day care centers
45138,st. john's lutheran preschool,401 saint johns rd,woodstock,il,60098,51,mchenry,17111,42.33356,-88.44201,child day care centers
45139,hearthstone early learning center,350 christian way,woodstock,il,60098,126,mchenry,17111,42.32221,-88.44158,child day care centers
45140,st. barnabas christian preschool,8901 cary algonquin rd,cary,il,60013,60,mchenry,17111,42.200061,-88.261852,child day care centers
45141,kiddie academy of algonquin,2420 harnish dr,algonquin,il,60102,159,mchenry,17111,42.16302,-88.33266,child day care centers
45142,kids island learning center,1600 e algonquin rd,algonquin,il,60102,179,mchenry,17111,42.1595,-88.27144,child day care centers
45143,little lambs preschool,9300 ridgefield rd,crystal lake,il,60012,20,mchenry,17111,42.267671,-88.377272,child day care centers
45144,friendship house inc,"100 s main st, ste 400",crystal lake,il,60014,142,mchenry,17111,42.23984,-88.31597,child day care centers
45145,algonquin preschool inc,109 washington st,algonquin,il,60102,47,mchenry,17111,42.16539,-88.2937,child day care centers
45146,mchenry cty college childrens lrng ctr,8900 us highway 14 bldg c,crystal lake,il,60012,55,mchenry,17111,42.25885,-88.369,child day care centers
45147,barlina house preschool,705 barlina rd,crystal lake,il,60014,49,mchenry,17111,42.21889,-88.34563,child day care centers
