DETAILS,MALES_UNDER5,FEMALES_UNDER5,TOTPOP,WHITE,BLACK,ASIAN,HISPANIC,BELOW_POVERTY_LINE,MEDIAN_INCOME,TOTAL_OCCUPIED_HOUSES,HOMEOWNER_OCCUPIED_HOUSES,SAME_HOUSE_AS_LAST_YEAR,POP_OVER25,LESS_THAN_HS,BACHELOR_OR_GREATER,STATE,COUNTY,TRACT
Census Tract 7207; Cook County; Illinois,16,15,3135,754,1901,55,53,241,118227,1164,697,3031,2203,126,1000,17,031,720700
Census Tract 7301; Cook County; Illinois,97,41,2669,56,2533,0,0,553,65944,979,854,2225,1781,207,490,17,031,730100
Census Tract 7302.01; Cook County; Illinois,43,90,5671,194,5305,15,158,460,62083,2177,1007,5248,4118,369,757,17,031,730201
Census Tract 7302.02; Cook County; Illinois,44,188,3093,52,3017,0,24,194,78819,1027,791,2524,2177,141,819,17,031,730202
Census Tract 7303; Cook County; Illinois,37,13,1042,0,1020,9,0,98,49271,367,284,1023,767,84,149,17,031,730300
Census Tract 7304; Cook County; Illinois,142,49,4070,140,3871,0,43,577,91284,1434,1064,3520,2900,449,817,17,031,730400
Census Tract 7305; Cook County; Illinois,86,58,4053,11,4041,0,1,992,61742,1777,1466,3858,2991,289,1003,17,031,730500
Census Tract 7306; Cook County; Illinois,165,161,3570,38,3486,0,23,472,75462,1028,728,3193,2062,113,694,17,031,730600
Census Tract 7307; Cook County; Illinois,23,12,2288,0,2269,0,0,399,54531,789,655,2021,1483,190,408,17,031,730700
Census Tract 7401; Cook County; Illinois,185,143,3075,2704,20,49,501,485,109583,1225,1010,2909,2100,135,858,17,031,740100
Census Tract 7402; Cook County; Illinois,163,161,6473,5609,83,66,633,410,118444,2138,1781,6095,3979,143,1636,17,031,740200
Census Tract 7403; Cook County; Illinois,68,205,5043,4658,0,56,442,162,122063,1933,1769,4779,3505,196,1766,17,031,740300
Census Tract 7404; Cook County; Illinois,115,214,4530,4059,241,31,260,86,93194,1873,1395,4122,2983,43,916,17,031,740400
Census Tract 7501; Cook County; Illinois,69,93,3636,270,3291,20,55,495,52109,1514,1158,3423,2612,168,1020,17,031,750100
Census Tract 7502; Cook County; Illinois,148,31,3141,944,1917,128,138,186,75250,1436,904,2836,2332,45,923,17,031,750200
Census Tract 7503; Cook County; Illinois,38,68,2546,2238,150,6,87,35,119000,968,767,2477,1644,8,1060,17,031,750300
Census Tract 7504; Cook County; Illinois,86,34,2790,1706,673,43,321,204,104009,1247,994,2534,2101,110,1154,17,031,750400
Census Tract 7505; Cook County; Illinois,25,183,4761,1247,2990,14,53,806,52880,1941,1221,3852,3560,275,1188,17,031,750500
Census Tract 7506; Cook County; Illinois,185,269,3844,47,3608,0,178,961,56504,1301,941,3148,2471,369,546,17,031,750600
Census Tract 7608.01; Cook County; Illinois,207,249,4718,2159,243,1837,420,491,73618,2349,357,3237,3339,267,1992,17,031,760801
Census Tract 7608.02; Cook County; Illinois,0,46,2191,2025,42,11,233,285,81167,1170,964,1972,1859,190,504,17,031,760802
Census Tract 7608.03; Cook County; Illinois,126,337,6862,4983,736,254,1057,358,63155,3059,1276,5651,5357,369,1885,17,031,760803
Census Tract 7702.01; Cook County; Illinois,94,181,6051,4547,150,867,903,288,85538,2678,1422,5272,4466,453,1790,17,031,770201
Census Tract 7702.02; Cook County; Illinois,204,72,4557,3622,18,256,888,774,78727,1992,1769,3906,3437,136,1197,17,031,770202
Census Tract 7703; Cook County; Illinois,186,179,7001,5358,359,340,1203,213,88614,2717,1830,6204,4809,243,1704,17,031,770300
Census Tract 7704; Cook County; Illinois,121,150,4440,3209,114,369,943,114,88983,1590,992,3980,3039,296,823,17,031,770400
Census Tract 7705; Cook County; Illinois,209,192,4225,1875,28,0,3754,1166,54522,1105,861,3929,2210,919,118,17,031,770500
Census Tract 7706.01; Cook County; Illinois,89,22,3694,2905,38,344,478,150,92569,1149,996,3555,2714,472,756,17,031,770601
Census Tract 7706.02; Cook County; Illinois,101,52,4586,3315,50,335,2091,648,80568,1572,813,4137,3208,764,612,17,031,770602
Census Tract 7707; Cook County; Illinois,46,102,2290,1717,21,118,626,172,65300,1074,350,2002,1690,171,481,17,031,770700
Census Tract 7708; Cook County; Illinois,448,168,5773,4033,58,252,2381,182,74557,2021,1454,5240,3999,599,1113,17,031,770800
Census Tract 7709.01; Cook County; Illinois,142,131,4796,3989,13,361,461,254,102955,1980,1583,4532,3744,584,1155,17,031,770901
Census Tract 7709.02; Cook County; Illinois,94,116,3816,3044,16,151,609,139,81250,1537,1040,3516,2828,348,866,17,031,770902
Census Tract 8001; Cook County; Illinois,88,57,2367,2188,51,32,32,44,250001,825,812,2222,1552,0,1363,17,031,800100
Census Tract 8002; Cook County; Illinois,179,146,6420,6061,136,159,157,120,214779,2247,2048,5840,4165,3,3579,17,031,800200
Census Tract 8003; Cook County; Illinois,168,211,3303,2983,0,67,70,67,250001,1127,1076,2897,2090,10,1895,17,031,800300
Census Tract 8004; Cook County; Illinois,193,98,3686,3282,0,139,64,56,250001,1251,1136,3308,2328,12,2130,17,031,800400
Census Tract 8005; Cook County; Illinois,238,247,5576,5198,2,86,84,128,250001,1825,1658,5054,3440,58,3006,17,031,800500
Census Tract 8006; Cook County; Illinois,46,130,2389,2050,0,77,106,65,250001,735,713,2126,1392,6,1284,17,031,800600
Census Tract 8007; Cook County; Illinois,220,197,4850,4057,46,363,225,96,250001,1686,1570,4147,3139,46,2629,17,031,800700
Census Tract 8008; Cook County; Illinois,0,37,2331,2141,11,144,258,244,110156,1031,901,2121,1679,6,1121,17,031,800800
Census Tract 8009; Cook County; Illinois,142,91,4341,2938,19,1067,315,133,137802,1680,1554,3972,3038,87,2290,17,031,800900
Census Tract 8010; Cook County; Illinois,160,177,5261,3982,0,1070,44,89,146890,2188,1726,4762,3697,56,2851,17,031,801000
Census Tract 8011; Cook County; Illinois,213,164,5045,4602,1,216,75,81,231919,1600,1470,4595,3055,31,2773,17,031,801100
Census Tract 8012; Cook County; Illinois,57,80,3699,3484,0,74,85,25,243333,1490,1426,3180,2659,0,2353,17,031,801200
Census Tract 8013; Cook County; Illinois,109,126,4448,3665,40,375,271,395,142500,1742,1318,3930,2959,91,2596,17,031,801300
Census Tract 8014; Cook County; Illinois,172,49,3052,2201,172,526,242,171,164120,1157,1121,2861,2156,97,1770,17,031,801400
Census Tract 8015; Cook County; Illinois,70,167,6367,5353,236,537,171,282,133224,2698,2204,5466,4913,142,3254,17,031,801500
Census Tract 8016.01; Cook County; Illinois,67,20,4423,3317,315,639,74,279,98328,1963,1464,3888,3427,170,2292,17,031,801601
Census Tract 8016.03; Cook County; Illinois,96,202,3781,1853,521,1099,84,584,68594,1471,511,3233,2720,241,1183,17,031,801603
Census Tract 8016.05; Cook County; Illinois,130,98,5721,4433,22,1078,644,118,179425,2135,2080,5241,4107,115,3111,17,031,801605
Census Tract 8016.06; Cook County; Illinois,152,292,7456,5591,65,1298,101,329,158309,2899,2556,6611,5837,111,4034,17,031,801606
Census Tract 8016.07; Cook County; Illinois,165,166,5753,3138,106,2096,286,209,139865,2065,1633,5101,4065,128,2990,17,031,801607
Census Tract 8016.08; Cook County; Illinois,196,77,6308,4045,64,1902,126,377,134179,2605,2017,5444,4961,238,3366,17,031,801608
Census Tract 8017.01; Cook County; Illinois,151,90,3568,2811,0,483,202,56,220469,1174,1132,3381,2322,13,1983,17,031,801701
Census Tract 8017.02; Cook County; Illinois,139,96,4911,3972,0,559,294,68,190288,1689,1477,4610,3061,43,2358,17,031,801702
Census Tract 8018; Cook County; Illinois,143,194,6041,4761,225,891,151,342,167619,2380,2104,5641,4430,3,3556,17,031,801800
Census Tract 8019.01; Cook County; Illinois,48,108,4362,3644,31,284,936,486,105766,1949,1546,4100,3439,244,2309,17,031,801901
Census Tract 8019.02; Cook County; Illinois,55,231,3770,3264,0,283,382,24,191319,1231,1154,3130,2435,39,1859,17,031,801902
Census Tract 8020.02; Cook County; Illinois,165,144,4990,3937,59,495,439,127,139904,1671,1536,4562,3591,97,2344,17,031,802002
Census Tract 8020.03; Cook County; Illinois,89,98,2517,1647,178,386,467,186,135625,882,737,2405,1636,59,947,17,031,802003
Census Tract 8020.04; Cook County; Illinois,140,135,6006,2825,131,2583,566,1745,39560,2402,1605,5219,4026,368,1804,17,031,802004
Census Tract 8021; Cook County; Illinois,145,73,3717,2985,35,307,191,415,163681,1225,954,3356,2308,155,1801,17,031,802100
Census Tract 8022; Cook County; Illinois,205,139,4937,4403,22,235,206,56,168105,1937,1609,4501,3348,0,2804,17,031,802200
Census Tract 8023; Cook County; Illinois,114,127,5770,4314,33,963,238,263,121533,2699,1481,5115,4219,63,2974,17,031,802300
Census Tract 8024.02; Cook County; Illinois,165,100,6076,3622,120,1071,1720,502,79841,2434,1543,5361,4698,558,2258,17,031,802402
Census Tract 8024.03; Cook County; Illinois,21,43,1392,1222,0,141,62,74,77471,835,668,1165,1238,51,675,17,031,802403
Census Tract 8024.04; Cook County; Illinois,170,129,7492,4115,166,710,2648,957,67905,3176,2026,6695,5687,681,1660,17,031,802404
Census Tract 8025.03; Cook County; Illinois,271,266,7571,4809,88,1194,1519,962,103365,2673,2114,6497,5358,316,2810,17,031,802503
Census Tract 8025.04; Cook County; Illinois,133,156,6844,3177,75,986,3000,615,92541,2120,1837,6399,4693,855,1574,17,031,802504
Census Tract 8025.05; Cook County; Illinois,246,293,6371,2844,186,1170,2704,726,69221,2597,937,5297,4246,986,1378,17,031,802505
Census Tract 8025.06; Cook County; Illinois,57,20,2517,1094,25,249,1275,111,92829,803,537,2220,1735,422,414,17,031,802506
Census Tract 8026.05; Cook County; Illinois,257,101,7230,5626,30,1372,284,213,120580,3163,2532,6408,5910,401,3257,17,031,802605
Census Tract 8026.07; Cook County; Illinois,29,79,1217,1096,0,45,106,58,126429,432,408,1084,874,31,409,17,031,802607
Census Tract 8026.08; Cook County; Illinois,169,97,6009,4832,227,497,528,324,88346,2921,2467,5214,4656,102,2352,17,031,802608
Census Tract 8026.09; Cook County; Illinois,249,205,6414,3610,22,726,2827,667,58711,2706,1298,5341,4691,1278,1390,17,031,802609
Census Tract 8026.10; Cook County; Illinois,37,40,1986,1428,25,451,67,42,127415,769,725,1837,1593,68,751,17,031,802610
Census Tract 8027.01; Cook County; Illinois,180,106,6326,3704,185,1202,1232,295,125370,2206,1927,5952,4561,622,2125,17,031,802701
Census Tract 8027.02; Cook County; Illinois,111,181,5043,3216,97,1531,253,373,116136,1732,1355,4550,3805,186,2040,17,031,802702
Census Tract 8028.01; Cook County; Illinois,157,271,4689,3524,113,302,683,84,131918,1859,1558,4084,3273,94,2203,17,031,802801
Census Tract 8028.02; Cook County; Illinois,211,193,6530,5072,42,931,519,110,109038,2322,1980,5505,4336,322,2321,17,031,802802
Census Tract 8029; Cook County; Illinois,120,212,6085,5650,0,90,389,191,158750,2058,1955,5612,3995,132,2547,17,031,802900
Census Tract 8030.05; Cook County; Illinois,89,77,2701,2127,32,126,389,71,104306,1163,936,2376,1946,12,1202,17,031,803005
Census Tract 8030.07; Cook County; Illinois,244,189,5201,4190,94,512,542,798,106316,2136,1705,4504,3798,71,2037,17,031,803007
Census Tract 8030.08; Cook County; Illinois,166,103,4807,3484,123,895,417,69,145100,1722,1586,4404,3437,147,2267,17,031,803008
Census Tract 8030.10; Cook County; Illinois,64,252,4686,3255,110,675,1139,110,114347,1737,1672,4461,3365,239,1765,17,031,803010
Census Tract 8030.12; Cook County; Illinois,47,38,2014,1424,45,247,400,116,85000,954,618,1861,1555,133,823,17,031,803012
Census Tract 8030.13; Cook County; Illinois,167,253,5724,4892,159,245,416,110,105841,2353,2113,5146,4182,89,1921,17,031,803013
Census Tract 8030.14; Cook County; Illinois,70,306,3329,2467,73,192,758,178,76045,1437,958,3033,2363,194,901,17,031,803014
Census Tract 8030.15; Cook County; Illinois,17,82,4498,3666,13,367,455,224,102961,2039,1616,4221,3646,83,1900,17,031,803015
Census Tract 8030.16; Cook County; Illinois,143,97,2560,1087,126,1221,97,67,119188,937,426,1652,1733,37,1191,17,031,803016
Census Tract 8030.17; Cook County; Illinois,174,72,6125,4019,44,880,1265,543,98125,2532,1495,5559,4485,494,2649,17,031,803017
Census Tract 8031; Cook County; Illinois,105,217,3448,2849,20,209,299,68,152682,1165,1093,3237,2282,76,1526,17,031,803100
Census Tract 8032; Cook County; Illinois,81,84,5024,4371,5,303,238,352,99556,2137,1798,4221,3806,195,1843,17,031,803200
Census Tract 8033; Cook County; Illinois,147,116,5629,4603,123,497,394,408,115946,2926,1640,4774,4393,154,2698,17,031,803300
Census Tract 8034; Cook County; Illinois,561,181,6745,5579,477,181,309,292,140000,2308,1801,6188,4444,253,2990,17,031,803400
Census Tract 8035; Cook County; Illinois,176,137,5565,5168,23,235,203,195,144036,2219,1877,5131,4043,31,2845,17,031,803500
Census Tract 8036.03; Cook County; Illinois,194,175,6538,4516,65,1606,143,44,191691,2255,2084,5718,4611,119,3308,17,031,803603
Census Tract 8036.04; Cook County; Illinois,134,212,4375,2941,127,636,636,600,88377,1800,1263,3789,3245,260,1591,17,031,803604
Census Tract 8036.05; Cook County; Illinois,350,182,6694,4811,502,707,1312,629,100506,2507,1976,6266,4749,501,2081,17,031,803605
Census Tract 8036.07; Cook County; Illinois,136,131,4358,3686,39,172,482,178,118224,1649,1533,4086,3059,82,1554,17,031,803607
Census Tract 8036.08; Cook County; Illinois,137,259,8110,6221,446,477,1128,825,129358,3207,1629,6285,5542,404,3313,17,031,803608
Census Tract 8036.11; Cook County; Illinois,286,280,6425,2493,566,850,2661,1174,68958,2109,1320,5347,3878,775,1298,17,031,803611
Census Tract 8036.12; Cook County; Illinois,199,122,3470,1571,489,440,1455,937,66000,1336,299,2840,2117,329,744,17,031,803612
Census Tract 8036.13; Cook County; Illinois,240,86,3891,666,94,179,3258,382,73333,1100,604,2766,2152,797,375,17,031,803613
Census Tract 8036.14; Cook County; Illinois,86,161,4145,1750,275,273,2282,1062,50865,1579,360,3265,2577,869,659,17,031,803614
Census Tract 8036.15; Cook County; Illinois,118,22,2357,1282,118,527,172,84,89960,1065,565,1792,1736,32,977,17,031,803615
Census Tract 8036.16; Cook County; Illinois,131,119,4789,3331,473,573,518,627,91968,2081,1387,4163,3664,183,1888,17,031,803616
Census Tract 8037.01; Cook County; Illinois,80,81,2745,2023,31,359,316,315,81581,1359,805,2357,2232,120,1175,17,031,803701
Census Tract 8037.02; Cook County; Illinois,191,248,6154,4779,208,887,430,416,109779,2454,1706,5716,4627,71,2944,17,031,803702
Census Tract 8038; Cook County; Illinois,100,109,4159,3497,43,326,354,91,121167,1732,1386,3761,3074,184,1459,17,031,803800
Census Tract 8039.01; Cook County; Illinois,95,84,3702,2800,62,511,300,372,79034,2041,1495,3457,3008,226,1522,17,031,803901
Census Tract 8039.02; Cook County; Illinois,53,226,3498,2671,21,67,871,74,106012,1230,1091,3360,2567,186,836,17,031,803902
Census Tract 8040; Cook County; Illinois,125,151,4672,3304,11,136,1267,316,88559,1938,1732,4347,3527,321,1084,17,031,804000
Census Tract 8041.02; Cook County; Illinois,245,260,6865,5201,127,1292,113,320,170819,2435,2314,6125,4898,124,3367,17,031,804102
Census Tract 8041.04; Cook County; Illinois,167,65,5176,3568,16,1329,104,149,145156,1875,1605,4840,3679,91,2476,17,031,804104
Census Tract 8041.05; Cook County; Illinois,135,75,4219,3287,138,541,324,51,152386,1499,1475,4039,3097,49,1667,17,031,804105
Census Tract 8041.06; Cook County; Illinois,73,214,7232,4545,13,2314,223,384,139139,2607,2177,6553,4992,118,2865,17,031,804106
Census Tract 8041.08; Cook County; Illinois,250,76,4577,1688,617,1651,444,256,91795,2261,339,3386,3420,158,2125,17,031,804108
Census Tract 8041.09; Cook County; Illinois,313,54,3138,2471,54,216,150,86,155469,1133,998,2730,2204,94,1404,17,031,804109
Census Tract 8042.02; Cook County; Illinois,136,61,7853,4870,54,2662,197,353,178385,2846,2438,7032,5694,190,3682,17,031,804202
Census Tract 8042.03; Cook County; Illinois,67,82,3215,1910,0,1176,0,68,225486,1015,1015,3133,2170,53,1500,17,031,804203
Census Tract 8042.04; Cook County; Illinois,139,100,5281,3902,136,692,224,403,149778,1862,1630,4778,3373,100,2341,17,031,804204
Census Tract 8043.05; Cook County; Illinois,161,142,7790,3609,419,661,3494,936,81277,2713,2281,7327,5697,755,1267,17,031,804305
Census Tract 8043.06; Cook County; Illinois,131,137,6379,3144,172,378,3500,429,88125,1868,1615,5752,3893,683,555,17,031,804306
Census Tract 8043.08; Cook County; Illinois,162,171,4752,3013,396,660,916,691,79205,2032,1440,4276,3268,176,1007,17,031,804308
Census Tract 8043.09; Cook County; Illinois,45,102,3311,1690,73,224,1888,184,86885,983,821,3201,2059,357,400,17,031,804309
Census Tract 8043.12; Cook County; Illinois,49,37,1888,933,0,951,50,28,158467,621,612,1832,1368,43,979,17,031,804312
Census Tract 8043.13; Cook County; Illinois,618,232,6913,3103,414,1216,2098,567,121986,2174,1704,6064,4613,523,1838,17,031,804313
Census Tract 8043.14; Cook County; Illinois,5,0,1409,905,0,275,247,56,106410,622,546,1373,1138,47,432,17,031,804314
Census Tract 8043.15; Cook County; Illinois,91,39,2547,1389,0,427,439,74,98050,877,806,2434,1771,150,664,17,031,804315
Census Tract 8043.16; Cook County; Illinois,137,43,4514,2906,19,1129,807,277,110667,1628,1533,3985,3337,118,1264,17,031,804316
Census Tract 8044.03; Cook County; Illinois,124,138,6895,3682,298,733,3280,299,79203,2609,1681,5855,4730,764,1515,17,031,804403
Census Tract 8044.04; Cook County; Illinois,110,422,5567,2968,88,259,3613,390,86802,1588,1366,5318,3505,1095,635,17,031,804404
Census Tract 8044.05; Cook County; Illinois,179,185,3348,752,569,237,2215,321,72031,1021,349,3047,1887,459,491,17,031,804405
Census Tract 8044.06; Cook County; Illinois,218,197,5798,2564,372,653,2935,707,72237,1840,1565,5472,3754,808,757,17,031,804406
Census Tract 8045.05; Cook County; Illinois,162,58,3644,2654,88,306,881,176,84728,1503,921,3255,2475,227,823,17,031,804505
Census Tract 8045.06; Cook County; Illinois,143,71,5248,3369,120,867,872,366,132679,1995,1671,4899,3903,233,2015,17,031,804506
Census Tract 8045.08; Cook County; Illinois,108,74,2345,1042,209,269,1315,491,65708,855,378,2014,1467,273,428,17,031,804508
Census Tract 8045.09; Cook County; Illinois,75,196,6440,2711,218,462,4232,969,90174,1645,1254,5817,3834,1320,651,17,031,804509
Census Tract 8045.10; Cook County; Illinois,117,227,5389,1525,260,430,3975,506,80801,1371,920,5279,3536,1154,617,17,031,804510
Census Tract 8045.11; Cook County; Illinois,93,126,2234,780,95,277,1543,508,68516,737,313,1919,1372,277,365,17,031,804511
Census Tract 8045.12; Cook County; Illinois,97,247,3555,1661,471,1106,250,73,146710,1327,1216,3114,2691,78,1528,17,031,804512
Census Tract 8045.13; Cook County; Illinois,104,152,3753,2254,295,774,480,15,151051,1472,1257,3271,2717,179,1308,17,031,804513
Census Tract 8045.14; Cook County; Illinois,202,420,5381,2755,111,1803,734,150,111713,1693,1356,5011,3643,135,1862,17,031,804514
Census Tract 8046.03; Cook County; Illinois,152,294,6368,2562,790,1626,1420,182,98247,2932,929,5204,4706,561,2390,17,031,804603
Census Tract 8046.06; Cook County; Illinois,42,100,6349,4596,68,1266,399,261,136908,2429,2311,6102,4787,192,2449,17,031,804606
Census Tract 8046.07; Cook County; Illinois,295,88,7334,4855,85,1366,820,208,126192,2432,1863,6572,4902,457,2431,17,031,804607
Census Tract 8046.08; Cook County; Illinois,54,142,3634,1622,95,1206,450,222,120565,1587,1145,3157,2649,131,1584,17,031,804608
Census Tract 8046.09; Cook County; Illinois,199,210,5993,2691,74,2668,148,348,110833,2464,1569,4889,4220,142,2595,17,031,804609
Census Tract 8046.10; Cook County; Illinois,113,45,2684,2011,21,578,206,263,75191,1245,947,2384,1945,74,791,17,031,804610
Census Tract 8046.11; Cook County; Illinois,53,61,4233,3196,57,777,355,228,85451,1833,1438,3851,3198,87,1571,17,031,804611
Census Tract 8047.01; Cook County; Illinois,129,402,5947,2424,625,1446,1666,447,78522,2373,1327,5157,4303,348,1978,17,031,804701
